Month,Weekday,Date,EUR,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,TRY,AUD,BRL,CAD,CNY,HKD,IDR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
1,4,24-01-2024,1.0889,147.487,1.7964,22.7997,6.8482,1.2726,354.131,4.0239,4.5708,10.434,0.8662,10.4752,30.2819,0.6596,4.954,1.3447,7.1671,7.8199,15725.2,1334.21,17.2124,4.7325,0.6131,56.3265,1.3386,35.715,18.8501
